id,cuisine
16758,
39135,
33302,
23677,
25509,mexican
35746,italian
46195,southern_us
19788,mexican
18888,italian
21153,
44672,
48707,italian
2232,
36081,mexican
948,indian
24512,italian
24382,
40648,italian
48886,
21967,italian
40119,mexican
38221,italian
49494,italian
17286,italian
10421,italian
13088,italian
34348,italian
15405,italian
15218,
40233,mexican
26098,
17221,
25198,southern_us
22532,
41563,
2554,
38170,mexican
29476,
33384,
5770,
5628,
44069,southern_us
18530,
22369,
9498,italian
26476,
29939,
9336,
26377,
18442,
13470,
34689,italian
11016,mexican
28985,mexican
25293,chinese
569,
29992,mexican
20363,mexican
6981,
30154,
39960,
25975,
4029,
49081,
7493,italian
10393,
6915,chinese
42310,
15612,
23160,
37897,
44731,mexican
3460,
29855,
31140,southern_us
4481,
30882,italian
511,italian
1120,italian
42651,moroccan
18209,
38368,
31783,southern_us
37589,italian
17752,
37020,
19503,mexican
2718,
28365,italian
45843,
4514,
4311,
41356,
12022,italian
6846,
8983,italian
47589,
14859,italian
20035,southern_us
732,french
38568,
10871,
42540,mexican
48782,
17988,mexican
8147,
32029,italian
25598,
8695,
11213,mexican
21053,
29154,italian
33691,
32129,southern_us
43787,
40642,southern_us
39782,
38430,
33438,mexican
31602,
17581,
25169,italian
35755,mexican
33544,
34252,
30764,italian
44946,
716,southern_us
24668,
24270,italian
13165,italian
33758,
3090,mexican
43987,
39021,
44460,
29876,
17737,
36772,
18174,
20924,indian
39098,
32571,southern_us
26957,italian
11363,
20736,mexican
42639,
43350,
15451,italian
45175,
5652,
1569,chinese
39036,
13673,mexican
1550,
38553,
38594,
3220,
24686,italian
10863,
46683,
5113,
34967,
15420,italian
9607,
7190,italian
7482,
3928,italian
11288,
1948,
6590,
20275,mexican
14212,
47990,italian
36653,italian
22436,
34790,italian
45752,
19159,
14515,chinese
27510,italian
38699,italian
34959,southern_us
7206,
2316,
18823,
1909,
48313,italian
5844,
29975,
41091,cajun_creole
9532,mexican
46569,
10399,italian
42934,
2688,
27095,italian
12476,
23070,italian
9837,
45829,italian
31887,mexican
28518,indian
47168,
45321,
20662,mexican
9699,mexican
41018,
705,
42898,italian
633,italian
31443,
18613,
19060,southern_us
17845,
1534,
41786,
31656,
17330,
7048,
7938,mexican
46208,italian
33759,
5526,mexican
26943,italian
20701,italian
35701,italian
36687,italian
21401,italian
376,italian
6980,italian
39402,italian
43095,italian
18576,mexican
39720,
17526,italian
27549,mexican
27123,southern_us
22979,italian
46113,
31557,chinese
20414,
14487,
24881,
17955,italian
39109,
35576,mexican
25876,
24669,
22261,french
832,mexican
29742,mexican
21381,mexican
34322,french
7224,thai
17978,
9438,
9458,
41045,
34614,
16651,italian
8230,
39372,italian
39357,italian
44341,italian
42052,mexican
45208,italian
28626,french
48345,
37791,
15227,
24053,southern_us
17716,southern_us
6087,italian
28000,italian
4320,italian
21783,
16148,
47562,
31541,
43574,
45475,italian
16953,
5239,italian
4595,italian
37279,
33264,
30484,
9200,mexican
7457,
42413,
18484,italian
20985,
29503,
45242,
46953,italian
13948,
1623,italian
33251,
6148,cajun_creole
30392,
144,mexican
20602,
48085,mexican
14896,
47518,
29161,italian
39363,italian
694,indian
3887,italian
12671,
31117,
14714,french
29993,mexican
20639,southern_us
17665,
3969,
11014,southern_us
19530,
17271,
30457,
22989,
45756,italian
20297,
10942,italian
35686,
13032,
7951,italian
20432,italian
17971,mexican
4128,indian
7589,mexican
18816,
12650,italian
418,
36366,
32991,
6424,italian
8134,italian
39280,italian
3091,
23382,italian
34090,
23320,italian
14962,indian
42047,italian
44805,
36584,italian
3016,
6391,mexican
38188,italian
1784,
18300,italian
3856,
41841,
16837,
23687,cajun_creole
38118,thai
27801,
17096,
20235,greek
13288,
26749,
19084,
35200,
41073,
28016,indian
18431,
22228,
27456,
325,mexican
6543,
7062,
49221,southern_us
44536,italian
24865,italian
26543,
10096,southern_us
38273,
6710,
49243,
19624,
24435,mexican
14883,
22516,
587,
40539,italian
11208,italian
18273,chinese
22762,italian
13300,
42245,
14177,
4184,
14277,
41308,mexican
34438,
9805,
38007,italian
23919,italian
13945,italian
32279,
17456,italian
47941,italian
32310,
44442,italian
14163,
27573,italian
777,chinese
44116,
13347,french
29348,italian
14219,mexican
39983,
33682,
21443,chinese
47642,
1759,
1205,mexican
4794,
17408,
34666,southern_us
40237,southern_us
13778,
41289,italian
3560,
35830,mexican
11151,
12789,
21166,
24716,mexican
25586,southern_us
11046,
31793,mexican
28746,
7226,mexican
30991,mexican
47476,
30626,mexican
49367,
35754,southern_us
4247,mexican
49423,
22295,
2749,italian
685,italian
30988,mexican
46285,
40492,
22264,indian
15921,mexican
388,
33121,
35685,
4416,
17725,
39525,
27034,
28470,
38953,
20045,mexican
12896,italian
39573,italian
8838,italian
15399,
39439,italian
26837,
41220,
35968,
24335,mexican
10983,mexican
5516,
38894,italian
11887,italian
31306,
38578,italian
3561,mexican
45095,italian
30969,
14389,
29670,
40995,
33629,
10616,
30886,southern_us
18995,mexican
31098,mexican
34607,italian
48989,
44542,
47075,italian
19228,
2685,italian
11686,
9610,
30405,chinese
43666,indian
32892,
44741,cajun_creole
6791,
440,italian
22693,mexican
24328,italian
13800,mexican
23873,
12767,mexican
5929,
20645,mexican
20999,korean
29995,italian
35223,
22414,
23410,italian
36558,italian
13704,mexican
41952,mexican
46915,southern_us
47170,french
2295,italian
46128,mexican
48349,mexican
1482,
26589,italian
9418,mexican
31356,
16052,
43594,
29099,
23472,
34914,italian
19404,
28299,
12314,
6047,italian
37581,mexican
12750,
17498,mexican
7694,
14531,
26628,
8205,
25101,french
29045,italian
20917,
8311,
10213,french
15241,mexican
46132,
15349,
22580,
47335,mexican
17759,
27633,mexican
42313,mexican
47272,italian
4553,italian
15235,
34102,italian
21227,
9782,chinese
6913,italian
11944,mexican
19035,italian
9848,mexican
42745,
40846,italian
27618,
41067,thai
13555,
18063,
16962,
8415,italian
19041,
38889,
32528,
21750,italian
11344,southern_us
27945,
37025,
789,southern_us
25084,
6024,
14741,southern_us
20468,
26963,indian
1451,
27745,
31347,
46592,
38107,
5987,
1808,
23783,southern_us
28618,italian
36764,
11326,
3020,italian
24326,
34002,indian
11499,
9268,
49368,
44720,italian
13127,
34494,
48382,
18585,
40052,italian
46321,
49561,
9453,mexican
19555,
17833,
10196,
35996,mexican
22530,
44176,
2669,
10896,
7343,
46255,italian
27043,mexican
20998,
12357,
36339,
45086,
37690,
37829,mexican
3537,
5150,
13,
44579,
8749,
131,
44306,
19202,
21300,italian
27286,
18297,southern_us
4388,mexican
22234,mexican
7359,mexican
39947,
6855,indian
46057,
33950,
36009,
23732,mexican
21316,
32806,
34343,
11973,
2380,italian
30667,
42364,
30258,
34109,italian
5265,mexican
123,italian
12498,
23713,
25176,southern_us
28576,
32563,mexican
38829,
3835,
1960,
43991,
45136,italian
41554,french
10118,
43827,
32583,
31949,
23574,mexican
28211,
21793,southern_us
25914,
34735,
26071,
9476,
29443,italian
16966,
6457,southern_us
25882,mexican
48390,mexican
28356,italian
15699,
2090,
4686,mexican
27937,mexican
25560,
38937,
48670,mexican
2547,
17442,
28669,
4410,
36917,italian
46755,
25321,italian
47019,mexican
33077,mexican
11593,italian
44295,southern_us
46632,mexican
18503,indian
29030,italian
32516,
35128,southern_us
41715,
49185,
35517,
13909,mexican
36886,
29304,mexican
29577,italian
24570,southern_us
29466,
10724,
30026,mexican
37133,
29346,
32871,mexican
46420,italian
29083,
4402,
15877,mexican
33448,southern_us
3541,mexican
27704,italian
28658,
23793,southern_us
11040,french
28419,
37086,
13965,
28674,italian
5645,
20756,
15548,
14495,
11989,italian
47482,
14101,mexican
1289,
49473,vietnamese
39161,
14452,italian
31489,mexican
15599,
28440,moroccan
33624,italian
24090,
16137,
4819,
1377,italian
47636,italian
25907,
35894,
20315,
27199,
34055,mexican
26938,italian
5734,mexican
32241,italian
2163,italian
20340,italian
6278,jamaican
49404,italian
36731,italian
29165,mexican
24932,
6591,
14644,italian
43518,
28979,
45821,italian
26627,italian
39139,
3026,mexican
13204,
762,italian
28036,
46514,
34536,
36484,indian
5676,mexican
13715,
43019,
2471,italian
34065,mexican
39362,
4987,
28414,
8710,southern_us
6610,italian
28847,french
10560,
32993,
16912,italian
35262,italian
46936,italian
14553,italian
17471,mexican
22897,
2789,
3897,
22751,
16566,mexican
23033,
30500,
13018,
13077,greek
9177,mexican
16012,
5293,
35451,italian
5591,
44443,
36811,italian
7031,italian
11475,italian
5556,
33728,
46703,mexican
41776,
4099,
4251,italian
29381,
30300,
27494,mexican
48254,mexican
32789,
44569,italian
44160,
18762,italian
23808,italian
11875,
35843,
4948,
34713,mexican
8352,mexican
28407,italian
3506,
44338,
38464,italian
1139,
12287,italian
27031,
42153,italian
42686,italian
44415,italian
10072,
8618,
14153,chinese
23825,mexican
21440,
13366,italian
24979,
33437,
4864,italian
33017,italian
15122,southern_us
42731,
8281,italian
2812,mexican
30683,mexican
24249,italian
12169,italian
28629,italian
32774,
15181,
44314,
37583,
28069,italian
33503,
24015,
39333,italian
13414,indian
4855,japanese
6512,
21974,
9062,mexican
6243,
10675,
35788,
37372,
28810,southern_us
23045,italian
21296,
33484,
30045,italian
17354,
30061,
41671,mexican
13160,italian
43260,thai
43992,mexican
16117,italian
30403,southern_us
37331,
5456,
26893,
44470,
38130,japanese
9361,
19320,italian
3545,mexican
25778,
34074,
34216,
38817,mexican
20749,italian
31535,italian
2052,mexican
18186,mexican
49595,
47592,mexican
26011,
23403,italian
8005,mexican
19517,
10157,
47071,
22469,mexican
26224,italian
29482,
8227,mexican
12580,
26385,
49610,
6446,
1766,
19538,mexican
44811,italian
16844,
28777,mexican
28282,chinese
15025,
35345,mexican
21527,
26997,italian
40454,
2828,
18980,
13604,
9911,
49684,
5056,
2990,
32016,
37476,
33761,
20280,italian
19266,mexican
17492,
29376,
39788,mexican
606,mexican
28514,indian
8497,italian
14688,
6514,indian
22222,
40303,
23173,southern_us
26842,
38197,
6680,
11165,
10077,
10703,
32046,italian
40961,
35596,italian
1653,
3886,southern_us
14121,mexican
36351,
32915,
5386,italian
40215,mexican
183,mexican
24641,
47715,
34390,
712,italian
12535,
49435,
30517,thai
3489,mexican
1636,
30044,
24095,
22105,mexican
24627,
38840,mexican
9246,
32088,
38769,
5657,
15325,
28603,mexican
42188,southern_us
30446,italian
1757,italian
32710,
2136,indian
27690,mexican
35074,
48873,chinese
39277,italian
28708,mexican
45762,
37933,
4491,
35597,southern_us
15163,
25745,
49614,
41946,
6372,italian
39604,korean
42983,french
19983,indian
21892,
20647,italian
47368,southern_us
3557,italian
41749,
31498,
19271,chinese
15640,southern_us
26181,mexican
22491,
31939,
35961,italian
9811,southern_us
40599,italian
40190,moroccan
16581,
22637,chinese
37123,italian
36020,
2226,italian
43012,italian
13134,chinese
18749,italian
1692,french
10138,
25235,
13955,southern_us
42655,italian
12415,mexican
7502,
27394,
44210,mexican
5331,
25173,
48988,mexican
20735,
22048,
27644,italian
43242,
28368,moroccan
2429,
25477,
30938,italian
29877,italian
30451,italian
48987,italian
17989,mexican
13439,
33444,
38794,italian
37227,italian
39679,italian
34234,italian
38038,
7274,thai
18018,
11450,italian
48160,italian
21288,
34704,
46684,italian
7049,
9116,
22485,
6346,italian
40269,
35850,italian
1429,southern_us
19739,
38972,
39570,mexican
43463,
21757,
36070,
40550,mexican
22914,
15074,italian
41576,
46372,italian
8751,
47378,cajun_creole
21143,
3818,italian
48486,mexican
23388,italian
37216,
13142,
828,mexican
18468,
25554,
9863,mexican
12771,mexican
3066,
35442,italian
25696,chinese
38136,mexican
35825,
28933,
34629,french
22169,mexican
7028,italian
37204,italian
16980,italian
27356,
11736,italian
1632,southern_us
1073,italian
8236,
42866,
30904,
35258,
17290,italian
35929,
46072,mexican
46763,
47664,italian
45625,
31177,
33941,
12272,
48146,italian
11812,
42795,mexican
14372,
2964,
9236,
18992,
30902,
30939,
20108,
6562,mexican
46412,mexican
8034,
37521,
46651,italian
32493,
3251,
31825,mexican
2676,italian
32140,italian
5326,
38240,
45874,italian
17253,
25292,cajun_creole
48666,italian
49278,
47903,
42062,italian
27885,
21229,italian
47629,mexican
16695,mexican
5355,
45369,
25736,
29882,
38900,italian
1508,
2526,italian
16563,italian
49060,
31448,
36746,
1280,
41950,italian
25948,
35444,
2881,italian
44080,italian
4446,french
47106,
15521,italian
44359,mexican
48967,italian
1599,indian
44514,
7140,
27656,
35581,
6359,italian
41639,
42680,southern_us
31520,
47846,
7993,italian
2996,italian
27737,italian
27427,italian
3734,
44673,southern_us
43924,
18628,mexican
3596,
37666,
14633,southern_us
36259,italian
19752,
16697,mexican
9550,mexican
20813,
34356,italian
3583,
14148,
28329,
166,
12368,
32261,
35306,
1414,
45051,
20767,
23450,
404,italian
527,mexican
25416,southern_us
25409,
34603,mexican
20266,
9513,mexican
7794,
19429,mexican
11328,southern_us
49242,
40411,mexican
46424,italian
1634,
47221,mexican
3963,
15515,italian
6735,mexican
41899,
36222,mexican
24468,mexican
9876,
33614,
42279,mexican
46846,
34711,mexican
39556,
1064,
30080,
6076,italian
5670,
44525,
19743,southern_us
36205,
9030,italian
39755,
39434,italian
37803,italian
30053,mexican
11661,
17918,mexican
44237,italian
38536,
47369,italian
6108,italian
16807,
41329,
33582,
9570,italian
47129,mexican
14268,italian
8395,
38977,mexican
22716,
25753,
12018,italian
31659,mexican
21149,
10328,
33585,italian
29192,italian
46733,
12887,
24354,mexican
39237,
19430,
39895,
34566,italian
17889,italian
40652,italian
31395,
35908,
18341,italian
17745,italian
40560,
25097,
31430,mexican
25484,italian
43668,
2184,vietnamese
12106,
25747,mexican
11423,italian
22403,indian
2880,mexican
15445,
9825,
31607,
9341,
2406,italian
28466,
8619,italian
16097,
11652,
16852,italian
29111,
33602,
35,italian
47741,italian
39820,cajun_creole
25332,
5720,
19634,french
34851,
14117,
12195,italian
33665,mexican
46228,
15964,
47502,mexican
41865,
46055,
8863,mexican
48658,
42251,
33164,
24526,
39431,italian
3893,
34175,thai
6727,italian
17230,
24579,mexican
15873,
3703,
27030,
9149,
16152,
49665,italian
27036,
8341,
30384,
32883,southern_us
29047,italian
31964,southern_us
7011,italian
46301,
3495,
11949,
975,mexican
15529,southern_us
15372,italian
5176,
13631,
42028,
4936,mexican
26471,
43833,
47933,
38373,
5780,
46303,
27308,
10340,italian
48900,
876,mexican
10446,
15082,
31706,italian
24885,mexican
34944,
7917,
5923,mexican
44272,
41074,
381,italian
16053,mexican
37470,
23027,
42078,italian
13183,
14828,mexican
15394,
46300,italian
38963,
679,indian
34558,
31528,
45629,italian
5034,mexican
35031,mexican
13237,chinese
42339,mexican
3911,
20409,italian
24741,italian
18381,mexican
7572,
24226,italian
19945,
31809,
17903,southern_us
48664,
14122,italian
3175,chinese
3403,
11062,italian
16629,
11349,italian
14353,
25633,italian
11424,
36024,italian
7151,italian
12777,italian
34289,
13904,italian
40792,mexican
11649,
227,
10396,
6559,
14195,chinese
21511,
431,
5651,italian
20754,
24905,
16731,italian
9006,italian
43909,
28526,
31141,mexican
39787,italian
35320,italian
25077,italian
2902,
34305,
6174,chinese
24695,
12211,
13227,
728,
21635,
14011,mexican
5861,
9976,
49218,mexican
27684,
11095,
47314,
41901,indian
5859,
3947,italian
14030,moroccan
10056,southern_us
39408,italian
35283,
13994,
36302,cajun_creole
16113,
47207,italian
36198,italian
21134,italian
49070,
8030,japanese
31802,italian
36511,italian
7785,italian
38965,
31453,
43100,
32307,italian
45405,southern_us
28532,italian
16092,
29029,italian
5596,
11369,
37436,
2421,italian
22070,italian
10600,italian
11150,mexican
29257,italian
38540,italian
18998,
39974,
2159,
19679,mexican
44146,
36086,mexican
20676,italian
39779,
33522,italian
498,
45937,mexican
41501,
44156,italian
5643,
35874,italian
24413,
47297,mexican
10073,
4798,mexican
7802,
3970,
24416,italian
13072,
29046,
12898,italian
24957,
18725,italian
46929,
23140,
30516,italian
34081,italian
12927,italian
44088,
20785,mexican
16672,italian
5400,
30322,indian
17272,
9797,
14795,
7619,southern_us
42124,mexican
23249,
44158,italian
17462,
3580,
9896,italian
29669,
30625,italian
7685,italian
7632,italian
28349,italian
4510,italian
35383,
18569,cajun_creole
11379,
9434,italian
37774,mexican
33651,
47017,
31874,italian
26733,
20962,
1467,italian
11173,italian
12949,italian
11565,italian
29756,
25577,
36779,
10974,
42163,
15337,italian
23242,british
7952,
27424,italian
3816,italian
27190,
43764,
17714,italian
30022,italian
33281,
43503,french
27385,italian
2396,italian
25387,italian
1017,mexican
18852,
14861,southern_us
47487,
46015,mexican
12684,mexican
12588,mexican
33061,
38952,
20915,
34732,indian
48656,
38736,mexican
20374,
18664,
15638,
10458,
47980,mexican
43084,italian
4534,
26269,italian
23498,
5053,
5010,mexican
49028,italian
36714,
21490,
8448,
49408,
28982,
20207,
37751,
42412,mexican
47466,
40672,
47821,
42090,
10019,
45793,
32933,italian
48283,italian
19798,italian
41233,italian
37147,
26516,
4305,chinese
30883,
31677,
25378,mexican
40122,
20889,
10994,
29311,
46431,chinese
17648,
32111,italian
15728,
16960,
23535,
29667,
31729,
41910,italian
13996,
21089,mexican
32705,
42847,indian
26201,
26813,indian
32471,
44990,italian
17237,italian
39403,
15652,
14568,
44779,
37888,
9529,
20700,french
17741,
17475,korean
12581,indian
5996,french
29042,
987,italian
39819,
31679,italian
1150,southern_us
39167,
43037,mexican
20071,vietnamese
43815,mexican
31649,italian
12218,
32836,italian
18175,
48197,mexican
31474,mexican
46428,
25246,
2991,
38216,
14978,
31085,
34515,southern_us
6026,italian
19132,
48775,italian
29309,
4033,italian
36462,italian
13235,
17863,mexican
25694,
24204,
14541,mexican
13993,southern_us
8996,mexican
9943,
22707,
35292,
46886,
11566,
8272,indian
30552,
21033,
42971,
42275,
44059,
44159,
48500,
14617,
7867,
13913,italian
40684,
49174,
34772,
16738,southern_us
11353,
17429,
6213,
26682,french
42067,mexican
45944,
43318,
32084,
23806,italian
2721,
6479,italian
48519,italian
12560,italian
4171,mexican
14434,mexican
21159,italian
44745,southern_us
12965,
39978,
32514,italian
1336,
48649,
21591,italian
32813,italian
5818,
39944,indian
33274,mexican
13429,italian
9739,french
44031,italian
25007,
29143,southern_us
41309,italian
17675,
5570,mexican
12206,italian
33553,italian
30898,
23937,southern_us
11454,mexican
16091,
6058,italian
18720,
42018,
3462,
19617,italian
18874,mexican
6416,
15063,italian
46292,
38247,
36427,
47417,
4768,
11626,mexican
21027,
22079,
20527,italian
27846,italian
16236,
46145,
7761,mexican
34212,italian
17180,italian
4546,
44474,
37886,mexican
17842,
27282,
979,french
6895,
4150,
32995,italian
8444,
13686,italian
8918,mexican
17569,mexican
19313,italian
23833,italian
4623,
18164,mexican
45780,italian
17994,
12268,italian
14368,thai
19242,italian
21658,
32160,
20931,mexican
30800,mexican
33829,
29674,italian
36367,mexican
40547,
39583,mexican
18638,
10010,
7084,italian
30421,
24243,
38417,mexican
5183,italian
4522,
29727,chinese
47928,mexican
11211,
10117,
26611,mexican
21852,mexican
41769,
16342,
13694,italian
1173,italian
12257,
27392,mexican
20360,
16090,
31245,italian
23411,
46268,
45488,
39708,
25281,
9057,italian
24917,
49532,italian
5491,
33378,
23340,
13456,chinese
31952,
39823,
445,italian
28523,
32201,italian
5612,italian
44099,italian
7608,italian
30971,
38223,
43482,mexican
36483,
9875,
18378,
9583,
13947,mexican
8681,southern_us
46374,italian
47034,
45643,southern_us
5551,southern_us
23694,italian
32724,
48999,
5952,italian
36593,
48894,
27066,
9343,italian
35625,southern_us
22159,southern_us
39883,
20939,
21471,italian
2208,
38731,
10206,
425,italian
11081,
48333,italian
46536,italian
25686,mexican
41323,mexican
30523,mexican
29731,italian
23018,mexican
43425,italian
43325,
24159,
2121,
15876,southern_us
11191,italian
4338,
4072,
29363,italian
29278,southern_us
4276,
47413,mexican
16670,
31767,
37741,
45568,
13871,
15015,
1536,italian
1466,
10405,
15963,chinese
45075,mexican
2588,
17070,chinese
14012,
44422,
14609,mexican
46913,italian
5710,mexican
16086,french
48335,italian
41667,italian
20551,
29812,italian
32212,
18,italian
14823,italian
30464,
31748,
8081,
2484,
41751,
25020,mexican
6889,
37348,
27337,italian
21625,
43407,italian
737,
42668,italian
36758,
3528,
40542,mexican
8277,
22826,
16937,southern_us
8216,southern_us
10738,
11932,
21240,
14296,chinese
24128,
44718,
40317,
22385,
16417,italian
19098,southern_us
36846,mexican
10401,italian
10602,mexican
16051,italian
25205,italian
45464,mexican
8956,
23386,
7691,indian
21774,
49705,
34095,mexican
40336,italian
44728,southern_us
10843,
21666,italian
44202,italian
17673,mexican
34724,
32367,indian
14479,french
46203,italian
7485,southern_us
24792,italian
37601,italian
11749,italian
40459,mexican
6034,indian
46184,
8659,
28264,
40788,french
25901,italian
6880,
26443,
27597,
4679,mexican
27054,italian
33316,mexican
28346,mexican
46206,italian
9856,mexican
36740,french
38157,
11701,cajun_creole
43877,italian
21737,
17489,
5182,
47765,indian
36916,italian
21953,italian
44316,mexican
37928,southern_us
23423,italian
26636,
27428,mexican
29136,
45677,mexican
35525,
28707,
4234,italian
45606,
6646,
1733,southern_us
31169,japanese
45279,
14269,thai
26266,
15973,italian
15279,mexican
33120,
26073,
25767,
12044,
822,italian
13536,italian
1978,french
3895,italian
8427,mexican
16946,
9005,italian
42707,
17931,
2110,italian
21611,vietnamese
48079,italian
22441,
43783,
49514,
26278,
39096,italian
36782,
31016,mexican
41700,
8046,mexican
14017,
48126,
48972,italian
21200,mexican
37825,italian
24835,italian
38205,italian
48460,mexican
29019,mexican
18799,italian
23742,
30089,
1400,
7025,mexican
19873,italian
29374,italian
45577,
46375,
28377,italian
39019,
16754,
28648,mexican
32006,italian
49138,
14159,chinese
33747,
49510,
2118,italian
14463,
12299,
16115,mexican
30854,
41412,
36655,
31595,mexican
8225,
47650,mexican
40681,italian
43979,
7934,
45199,
6851,italian
4006,italian
610,
18142,
34363,
30475,italian
35246,italian
29020,mexican
27993,
24921,
22164,
725,
34349,greek
48655,italian
46658,italian
28212,
27714,southern_us
6049,italian
19836,mexican
33934,
1338,italian
21498,italian
27005,italian
40168,italian
4877,southern_us
15415,
5545,
20433,italian
11634,
25492,
21017,
22311,
17808,italian
30869,
11794,italian
26414,italian
1450,mexican
17605,mexican
19789,
25287,mexican
526,
6426,italian
838,italian
38921,mexican
43956,italian
16406,chinese
33285,
45131,italian
44192,italian
36629,italian
23975,italian
46511,
45907,mexican
22734,italian
43589,southern_us
30287,
23900,
11928,mexican
16529,italian
25626,italian
12962,italian
19959,italian
18195,
37128,
25730,
40554,
34484,
17596,italian
47805,italian
8438,
31594,
2308,italian
40522,
42693,mexican
48848,southern_us
44560,
7700,italian
43908,
3930,italian
20940,italian
12360,
23094,italian
20327,
34630,mexican
41264,
25085,southern_us
48479,mexican
31715,
29569,mexican
39317,italian
15719,
4162,mexican
15001,
12123,
42748,
41905,
4484,
30867,italian
17319,thai
13081,mexican
11899,
13374,italian
27495,italian
18138,mexican
14851,
16111,
23947,italian
5970,italian
16594,mexican
5820,
28254,italian
10280,southern_us
45113,
26103,irish
14985,
35731,
30031,spanish
27627,chinese
43874,
14497,
45524,
42287,
5922,italian
25698,
19355,
24250,
11355,
40719,
17155,southern_us
4387,
21848,
45934,
14669,
7153,italian
19848,italian
7324,
11419,italian
42599,
30771,
28371,
33112,mexican
49146,
40340,
10502,
47056,
41269,mexican
3350,italian
23684,
20727,
23099,
49125,
24362,
44077,
22428,mexican
34271,italian
24892,
28073,
37462,mexican
12,
49513,indian
43115,
44461,italian
41691,mexican
24331,
34010,mexican
33379,mexican
22653,
18136,
47396,italian
373,italian
28717,mexican
41036,
23119,
22546,
29176,italian
36192,southern_us
41978,
16397,mexican
22951,
35400,moroccan
18095,
12517,
37493,mexican
3927,brazilian
1147,italian
1370,chinese
18935,mexican
10993,
4693,
10439,
17130,
1815,
871,italian
18587,
34251,
12739,southern_us
36588,mexican
18833,
47216,mexican
9988,
31994,
47730,italian
23665,italian
36099,
20308,
36430,japanese
19185,
12413,mexican
35605,
20708,
19801,
32603,italian
22243,
7244,
37724,
22988,italian
41278,italian
2244,italian
5,
32270,italian
7837,italian
28188,mexican
41484,
4767,
13508,italian
6806,
26307,italian
33387,
9764,
4815,italian
42662,
41477,
6417,italian
22285,
49476,
26084,
44742,italian
19022,
32578,
10514,
13815,italian
19472,southern_us
7373,italian
23280,
11559,
12765,
40511,italian
40858,
24236,
16187,italian
42423,italian
32296,italian
44908,italian
2833,
25142,
7268,
5582,italian
25289,
2838,italian
10185,
45665,
38764,italian
33129,
18427,italian
15256,
6477,southern_us
30986,italian
25978,mexican
5957,
40329,
11071,mexican
48793,
5115,chinese
40723,
41245,chinese
6240,southern_us
4699,
13769,indian
33336,italian
4811,mexican
18127,
42772,mexican
45102,
26926,
47055,
15650,italian
26966,italian
45230,southern_us
44400,
26203,indian
21311,
11945,chinese
25732,
39567,mexican
25575,italian
7211,indian
13410,
173,
11563,italian
38716,
32625,
22638,
23818,
8596,italian
27471,
28233,
47682,mexican
20385,moroccan
12567,
43903,
4925,
7818,italian
35051,italian
4586,mexican
20743,
16369,
13883,italian
38849,
26017,
24719,italian
15767,italian
30007,italian
34297,
30597,italian
25578,italian
41719,
23913,italian
11153,
39196,
7338,
21090,
25451,italian
5482,
23031,italian
15926,italian
28527,
40828,mexican
42196,indian
39387,italian
28870,
15503,italian
36678,italian
38576,
16192,
25622,
12687,italian
48280,italian
47405,vietnamese
15140,
20579,
30880,italian
39040,italian
17487,italian
3762,
20910,
19072,mexican
39412,
28679,italian
7314,
34143,
5594,
24503,
28432,
21054,
11965,
30692,
9901,
37008,mexican
25505,
10740,italian
21791,mexican
5539,
19680,italian
24129,mexican
8351,
12701,southern_us
12042,
26441,italian
21399,
43615,
12283,
32715,mexican
24499,
9035,southern_us
22563,
28467,
41765,
38064,
31087,southern_us
23005,italian
25806,mexican
37930,
10879,mexican
40080,italian
11216,italian
42099,italian
27377,russian
4453,
9001,
27383,italian
18472,mexican
22313,
31709,italian
38931,mexican
5261,
17530,
19071,
42108,
7099,mexican
10678,mexican
226,
16283,
42538,italian
7991,
6127,
16011,
5664,italian
19882,
48540,
45897,
46935,
738,italian
25990,mexican
15397,
17496,indian
29458,
31331,italian
17562,
12661,
35726,
34728,
32619,southern_us
14510,
25391,
34723,italian
28055,italian
15498,mexican
42070,
26506,southern_us
35888,
40255,italian
2943,
48785,italian
8979,italian
27068,
19842,italian
28677,italian
27565,
35410,italian
6149,southern_us
45188,
33341,
15024,
35126,mexican
19020,
9491,
40281,
34120,
6504,italian
8285,italian
21811,
24014,italian
5134,italian
7360,italian
47692,
41845,
34326,
19249,italian
6843,
15897,italian
17032,italian
16293,mexican
9128,mexican
40249,
33418,italian
38161,
24973,indian
30725,
46619,
16252,
4516,
3652,
7704,
18104,
39865,
22207,southern_us
29362,mexican
40422,
5285,indian
36114,
26586,southern_us
49698,mexican
27718,
36219,
30609,mexican
44118,mexican
30917,italian
37880,
43301,southern_us
21584,
8328,
46508,
31063,mexican
17264,mexican
586,italian
19414,
10375,
29177,
949,
28118,
4160,italian
24882,italian
13571,
11532,
6928,
31998,
22741,
13915,
48633,
1011,
17649,mexican
32786,italian
18615,
48257,mexican
11599,
43063,
14526,
37125,
8063,mexican
32934,italian
12139,
33392,italian
8538,southern_us
47527,
33955,italian
8088,indian
33306,mexican
22004,
49699,italian
45344,
8924,italian
8965,italian
37812,italian
26605,mexican
1499,
41392,mexican
2338,
48685,
39463,italian
16150,indian
42577,
761,italian
43360,
47783,
20532,
11963,french
41456,french
20446,
34645,
4238,mexican
49502,italian
6451,mexican
18981,italian
35385,italian
2459,italian
32884,italian
4809,
14992,italian
36732,italian
33064,indian
16264,mexican
46857,
7003,italian
20492,
25654,
10849,italian
29207,
